Latitude,Longitude,DIST_LGD,DISTRICT,STATE_LGD,STATE_UT,match
6.875,93.625,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
6.875,93.875,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,point
7.125,93.625,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
7.125,93.875,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,point
7.375,93.625,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,point
7.875,93.375,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
7.875,93.625,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
8.125,77.125,629,KANNIYAKUMARI,33,TAMIL NADU,overlap
8.125,77.375,629,KANNIYAKUMARI,33,TAMIL NADU,point
8.125,77.625,628,TIRUNELVELI,33,TAMIL NADU,overlap
8.125,77.875,628,TIRUNELVELI,33,TAMIL NADU,overlap
8.125,93.125,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
8.125,93.375,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
8.125,93.625,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
8.375,73.125,587,Lakshadweep,31,LAKSHADWEEP,overlap
8.375,76.875,601,Thiruvananthapuram,32,KERALA,overlap
8.375,77.125,601,Thiruvananthapuram,32,KERALA,point
8.375,77.375,629,KANNIYAKUMARI,33,TAMIL NADU,point
8.375,77.625,628,TIRUNELVELI,33,TAMIL NADU,point
8.375,77.875,627,THOOTHUKUDI,33,TAMIL NADU,point
8.375,78.125,627,THOOTHUKUDI,33,TAMIL NADU,overlap
8.375,93.125,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
8.375,93.625,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
8.625,76.625,601,Thiruvananthapuram,32,KERALA,overlap
8.625,76.875,601,Thiruvananthapuram,32,KERALA,point
8.625,77.125,601,Thiruvananthapuram,32,KERALA,point
8.625,77.375,628,TIRUNELVELI,33,TAMIL NADU,point
8.625,77.625,628,TIRUNELVELI,33,TAMIL NADU,point
8.625,77.875,627,THOOTHUKUDI,33,TAMIL NADU,point
8.625,78.125,627,THOOTHUKUDI,33,TAMIL NADU,point
8.625,93.625,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
8.875,76.625,600,Kollam,32,KERALA,point
8.875,76.875,600,Kollam,32,KERALA,point
8.875,77.125,600,Kollam,32,KERALA,point
8.875,77.375,764,TENKASI,33,TAMIL NADU,point
8.875,77.625,628,TIRUNELVELI,33,TAMIL NADU,point
8.875,77.875,627,THOOTHUKUDI,33,TAMIL NADU,point
8.875,78.125,627,THOOTHUKUDI,33,TAMIL NADU,point
8.875,78.375,627,THOOTHUKUDI,33,TAMIL NADU,overlap
8.875,92.875,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
9.125,76.375,598,Alappuzha,32,KERALA,overlap
9.125,76.625,600,Kollam,32,KERALA,point
9.125,76.875,600,Kollam,32,KERALA,point
9.125,77.125,599,Pathanamthitta,32,KERALA,point
9.125,77.375,764,TENKASI,33,TAMIL NADU,point
9.125,77.625,764,TENKASI,33,TAMIL NADU,point
9.125,77.875,627,THOOTHUKUDI,33,TAMIL NADU,point
9.125,78.125,627,THOOTHUKUDI,33,TAMIL NADU,point
9.125,78.375,626,RAMANATHAPURAM,33,TAMIL NADU,point
9.125,78.625,626,RAMANATHAPURAM,33,TAMIL NADU,overlap
9.125,78.875,626,RAMANATHAPURAM,33,TAMIL NADU,overlap
9.125,79.125,626,RAMANATHAPURAM,33,TAMIL NADU,overlap
9.125,79.375,626,RAMANATHAPURAM,33,TAMIL NADU,overlap
9.125,92.625,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
9.125,92.875,638,NICOBARS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
9.375,76.375,598,Alappuzha,32,KERALA,point
9.375,76.625,599,Pathanamthitta,32,KERALA,point
9.375,76.875,599,Pathanamthitta,32,KERALA,point
9.375,77.125,599,Pathanamthitta,32,KERALA,point
9.375,77.375,764,TENKASI,33,TAMIL NADU,point
9.375,77.625,625,VIRUDHUNAGAR,33,TAMIL NADU,point
9.375,77.875,625,VIRUDHUNAGAR,33,TAMIL NADU,point
9.375,78.125,625,VIRUDHUNAGAR,33,TAMIL NADU,point
9.375,78.375,626,RAMANATHAPURAM,33,TAMIL NADU,point
9.375,78.625,626,RAMANATHAPURAM,33,TAMIL NADU,point
9.375,78.875,626,RAMANATHAPURAM,33,TAMIL NADU,point
9.375,79.125,626,RAMANATHAPURAM,33,TAMIL NADU,overlap
9.375,79.375,626,RAMANATHAPURAM,33,TAMIL NADU,overlap
9.625,76.375,598,Alappuzha,32,KERALA,point
9.625,76.625,597,Kottayam,32,KERALA,point
9.625,76.875,597,Kottayam,32,KERALA,point
9.625,77.125,596,Idukki,32,KERALA,point
9.625,77.375,624,THENI,33,TAMIL NADU,point
9.625,77.625,625,VIRUDHUNAGAR,33,TAMIL NADU,point
9.625,77.875,625,VIRUDHUNAGAR,33,TAMIL NADU,point
9.625,78.125,625,VIRUDHUNAGAR,33,TAMIL NADU,point
9.625,78.375,625,VIRUDHUNAGAR,33,TAMIL NADU,point
9.625,78.625,622,SIVAGANGA,33,TAMIL NADU,point
9.625,78.875,626,RAMANATHAPURAM,33,TAMIL NADU,point
9.625,79.125,626,RAMANATHAPURAM,33,TAMIL NADU,overlap
9.875,76.125,595,Ernakulam,32,KERALA,overlap
9.875,76.375,595,Ernakulam,32,KERALA,point
9.875,76.625,595,Ernakulam,32,KERALA,point
9.875,76.875,596,Idukki,32,KERALA,point
9.875,77.125,596,Idukki,32,KERALA,point
9.875,77.375,624,THENI,33,TAMIL NADU,point
9.875,77.625,624,THENI,33,TAMIL NADU,point
9.875,77.875,623,MADURAI,33,TAMIL NADU,point
9.875,78.125,623,MADURAI,33,TAMIL NADU,point
9.875,78.375,622,SIVAGANGA,33,TAMIL NADU,point
9.875,78.625,622,SIVAGANGA,33,TAMIL NADU,point
9.875,78.875,622,SIVAGANGA,33,TAMIL NADU,point
9.875,79.125,621,PUDUKKOTTAI,33,TAMIL NADU,overlap
10.125,73.625,587,Lakshadweep,31,LAKSHADWEEP,overlap
10.125,76.125,595,Ernakulam,32,KERALA,overlap
10.125,76.375,595,Ernakulam,32,KERALA,point
10.125,76.625,595,Ernakulam,32,KERALA,point
10.125,76.875,595,Ernakulam,32,KERALA,point
10.125,77.125,596,Idukki,32,KERALA,point
10.125,77.375,624,THENI,33,TAMIL NADU,point
10.125,77.625,624,THENI,33,TAMIL NADU,point
10.125,77.875,612,DINDIGUL,33,TAMIL NADU,point
10.125,78.125,623,MADURAI,33,TAMIL NADU,point
10.125,78.375,623,MADURAI,33,TAMIL NADU,point
10.125,78.625,622,SIVAGANGA,33,TAMIL NADU,point
10.125,78.875,622,SIVAGANGA,33,TAMIL NADU,point
10.125,79.125,621,PUDUKKOTTAI,33,TAMIL NADU,point
10.125,79.375,620,THANJAVUR,33,TAMIL NADU,overlap
10.375,76.125,594,Thrissur,32,KERALA,point
10.375,76.375,594,Thrissur,32,KERALA,point
10.375,76.625,594,Thrissur,32,KERALA,point
10.375,76.875,632,COIMBATORE,33,TAMIL NADU,point
10.375,77.125,633,TIRUPPUR,33,TAMIL NADU,point
10.375,77.375,612,DINDIGUL,33,TAMIL NADU,point
10.375,77.625,612,DINDIGUL,33,TAMIL NADU,point
10.375,77.875,612,DINDIGUL,33,TAMIL NADU,point
10.375,78.125,612,DINDIGUL,33,TAMIL NADU,point
10.375,78.375,614,TIRUCHIRAPPALLI,33,TAMIL NADU,point
10.375,78.625,621,PUDUKKOTTAI,33,TAMIL NADU,point
10.375,78.875,621,PUDUKKOTTAI,33,TAMIL NADU,point
10.375,79.125,621,PUDUKKOTTAI,33,TAMIL NADU,point
10.375,79.375,620,THANJAVUR,33,TAMIL NADU,point
10.375,79.625,619,THIRUVARUR,33,TAMIL NADU,point
10.375,79.875,618,NAGAPATTINAM,33,TAMIL NADU,overlap
10.625,72.625,587,Lakshadweep,31,LAKSHADWEEP,overlap
10.625,75.875,592,Malappuram,32,KERALA,overlap
10.625,76.125,594,Thrissur,32,KERALA,point
10.625,76.375,594,Thrissur,32,KERALA,point
10.625,76.625,593,Palakkad,32,KERALA,point
10.625,76.875,632,COIMBATORE,33,TAMIL NADU,point
10.625,77.125,632,COIMBATORE,33,TAMIL NADU,point
10.625,77.375,633,TIRUPPUR,33,TAMIL NADU,point
10.625,77.625,612,DINDIGUL,33,TAMIL NADU,point
10.625,77.875,612,DINDIGUL,33,TAMIL NADU,point
10.625,78.125,612,DINDIGUL,33,TAMIL NADU,point
10.625,78.375,614,TIRUCHIRAPPALLI,33,TAMIL NADU,point
10.625,78.625,621,PUDUKKOTTAI,33,TAMIL NADU,point
10.625,78.875,621,PUDUKKOTTAI,33,TAMIL NADU,point
10.625,79.125,621,PUDUKKOTTAI,33,TAMIL NADU,point
10.625,79.375,619,THIRUVARUR,33,TAMIL NADU,point
10.625,79.625,619,THIRUVARUR,33,TAMIL NADU,point
10.625,79.875,618,NAGAPATTINAM,33,TAMIL NADU,overlap
10.625,92.375,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
10.625,92.625,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
10.875,72.125,587,Lakshadweep,31,LAKSHADWEEP,overlap
10.875,75.875,592,Malappuram,32,KERALA,overlap
10.875,76.125,593,Palakkad,32,KERALA,point
10.875,76.375,593,Palakkad,32,KERALA,point
10.875,76.625,593,Palakkad,32,KERALA,point
10.875,76.875,632,COIMBATORE,33,TAMIL NADU,point
10.875,77.125,632,COIMBATORE,33,TAMIL NADU,point
10.875,77.375,633,TIRUPPUR,33,TAMIL NADU,point
10.875,77.625,633,TIRUPPUR,33,TAMIL NADU,point
10.875,77.875,613,KARUR,33,TAMIL NADU,point
10.875,78.125,613,KARUR,33,TAMIL NADU,point
10.875,78.375,613,KARUR,33,TAMIL NADU,point
10.875,78.625,614,TIRUCHIRAPPALLI,33,TAMIL NADU,point
10.875,78.875,614,TIRUCHIRAPPALLI,33,TAMIL NADU,point
10.875,79.125,620,THANJAVUR,33,TAMIL NADU,point
10.875,79.375,619,THIRUVARUR,33,TAMIL NADU,point
10.875,79.625,619,THIRUVARUR,33,TAMIL NADU,point
10.875,79.875,618,NAGAPATTINAM,33,TAMIL NADU,overlap
10.875,92.125,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
10.875,92.375,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
10.875,92.625,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
11.125,72.625,587,Lakshadweep,31,LAKSHADWEEP,overlap
11.125,72.875,587,Lakshadweep,31,LAKSHADWEEP,overlap
11.125,75.875,592,Malappuram,32,KERALA,point
11.125,76.125,592,Malappuram,32,KERALA,point
11.125,76.375,592,Malappuram,32,KERALA,point
11.125,76.625,593,Palakkad,32,KERALA,point
11.125,76.875,632,COIMBATORE,33,TAMIL NADU,point
11.125,77.125,632,COIMBATORE,33,TAMIL NADU,point
11.125,77.375,633,TIRUPPUR,33,TAMIL NADU,point
11.125,77.625,633,TIRUPPUR,33,TAMIL NADU,point
11.125,77.875,610,ERODE,33,TAMIL NADU,point
11.125,78.125,609,NAMAKKAL,33,TAMIL NADU,point
11.125,78.375,614,TIRUCHIRAPPALLI,33,TAMIL NADU,point
11.125,78.625,614,TIRUCHIRAPPALLI,33,TAMIL NADU,point
11.125,78.875,615,PERAMBALUR,33,TAMIL NADU,point
11.125,79.125,616,ARIYALUR,33,TAMIL NADU,point
11.125,79.375,616,ARIYALUR,33,TAMIL NADU,point
11.125,79.625,696,MAYILADUTHURAI,33,TAMIL NADU,point
11.125,79.875,696,MAYILADUTHURAI,33,TAMIL NADU,overlap
11.375,72.875,587,Lakshadweep,31,LAKSHADWEEP,overlap
11.375,75.625,591,Kozhikode,32,KERALA,overlap
11.375,75.875,591,Kozhikode,32,KERALA,point
11.375,76.125,592,Malappuram,32,KERALA,point
11.375,76.375,592,Malappuram,32,KERALA,point
11.375,76.625,611,THE NILGIRIS,33,TAMIL NADU,point
11.375,76.875,611,THE NILGIRIS,33,TAMIL NADU,point
11.375,77.125,632,COIMBATORE,33,TAMIL NADU,point
11.375,77.375,610,ERODE,33,TAMIL NADU,point
11.375,77.625,610,ERODE,33,TAMIL NADU,point
11.375,77.875,609,NAMAKKAL,33,TAMIL NADU,point
11.375,78.125,609,NAMAKKAL,33,TAMIL NADU,point
11.375,78.375,609,NAMAKKAL,33,TAMIL NADU,point
11.375,78.625,608,SALEM,33,TAMIL NADU,point
11.375,78.875,615,PERAMBALUR,33,TAMIL NADU,point
11.375,79.125,615,PERAMBALUR,33,TAMIL NADU,point
11.375,79.375,616,ARIYALUR,33,TAMIL NADU,point
11.375,79.625,617,CUDDALORE,33,TAMIL NADU,point
11.375,79.875,696,MAYILADUTHURAI,33,TAMIL NADU,overlap
11.375,92.625,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,point
11.625,75.375,589,Kannur,32,KERALA,overlap
11.625,75.625,591,Kozhikode,32,KERALA,point
11.625,75.875,591,Kozhikode,32,KERALA,point
11.625,76.125,590,Wayanad,32,KERALA,point
11.625,76.375,590,Wayanad,32,KERALA,point
11.625,76.625,578,Ch<mar<janagara,29,KARNATAKA,point
11.625,76.875,610,ERODE,33,TAMIL NADU,point
11.625,77.125,610,ERODE,33,TAMIL NADU,point
11.625,77.375,610,ERODE,33,TAMIL NADU,point
11.625,77.625,610,ERODE,33,TAMIL NADU,point
11.625,77.875,608,SALEM,33,TAMIL NADU,point
11.625,78.125,608,SALEM,33,TAMIL NADU,point
11.625,78.375,608,SALEM,33,TAMIL NADU,point
11.625,78.625,608,SALEM,33,TAMIL NADU,point
11.625,78.875,760,KALLAKURICHI,33,TAMIL NADU,point
11.625,79.125,760,KALLAKURICHI,33,TAMIL NADU,point
11.625,79.375,617,CUDDALORE,33,TAMIL NADU,point
11.625,79.625,617,CUDDALORE,33,TAMIL NADU,point
11.625,79.875,617,CUDDALORE,33,TAMIL NADU,overlap
11.625,92.125,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
11.625,92.375,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
11.625,92.625,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
11.625,92.875,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
11.875,75.375,589,Kannur,32,KERALA,point
11.875,75.625,589,Kannur,32,KERALA,point
11.875,75.875,589,Kannur,32,KERALA,point
11.875,76.125,577,Mys#ru,29,KARNATAKA,point
11.875,76.375,577,Mys#ru,29,KARNATAKA,point
11.875,76.625,578,Ch<mar<janagara,29,KARNATAKA,point
11.875,76.875,578,Ch<mar<janagara,29,KARNATAKA,point
11.875,77.125,578,Ch<mar<janagara,29,KARNATAKA,point
11.875,77.375,578,Ch<mar<janagara,29,KARNATAKA,point
11.875,77.625,610,ERODE,33,TAMIL NADU,point
11.875,77.875,608,SALEM,33,TAMIL NADU,point
11.875,78.125,608,SALEM,33,TAMIL NADU,point
11.875,78.375,630,DHARMAPURI,33,TAMIL NADU,point
11.875,78.625,630,DHARMAPURI,33,TAMIL NADU,point
11.875,78.875,760,KALLAKURICHI,33,TAMIL NADU,point
11.875,79.125,760,KALLAKURICHI,33,TAMIL NADU,point
11.875,79.375,607,VILUPPURAM,33,TAMIL NADU,point
11.875,79.625,635,PUDUCHERRY,34,PUDUCHERRY,point
11.875,79.875,635,PUDUCHERRY,34,PUDUCHERRY,overlap
11.875,92.625,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,point
11.875,92.875,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
11.875,93.125,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.125,75.125,589,Kannur,32,KERALA,overlap
12.125,75.375,589,Kannur,32,KERALA,point
12.125,75.625,589,Kannur,32,KERALA,point
12.125,75.875,576,Kodagu,29,KARNATAKA,point
12.125,76.125,576,Kodagu,29,KARNATAKA,point
12.125,76.375,577,Mys#ru,29,KARNATAKA,point
12.125,76.625,577,Mys#ru,29,KARNATAKA,point
12.125,76.875,578,Ch<mar<janagara,29,KARNATAKA,point
12.125,77.125,578,Ch<mar<janagara,29,KARNATAKA,point
12.125,77.375,578,Ch<mar<janagara,29,KARNATAKA,point
12.125,77.625,578,Ch<mar<janagara,29,KARNATAKA,point
12.125,77.875,630,DHARMAPURI,33,TAMIL NADU,point
12.125,78.125,630,DHARMAPURI,33,TAMIL NADU,point
12.125,78.375,630,DHARMAPURI,33,TAMIL NADU,point
12.125,78.625,630,DHARMAPURI,33,TAMIL NADU,point
12.125,78.875,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.125,79.125,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.125,79.375,607,VILUPPURAM,33,TAMIL NADU,point
12.125,79.625,607,VILUPPURAM,33,TAMIL NADU,point
12.125,79.875,607,VILUPPURAM,33,TAMIL NADU,point
12.125,80.125,607,VILUPPURAM,33,TAMIL NADU,overlap
12.125,92.625,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.125,92.875,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.125,93.125,640,SOUTH ANDAMANS,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.375,74.875,588,Kasaragod,32,KERALA,overlap
12.375,75.125,588,Kasaragod,32,KERALA,point
12.375,75.375,588,Kasaragod,32,KERALA,point
12.375,75.625,576,Kodagu,29,KARNATAKA,point
12.375,75.875,576,Kodagu,29,KARNATAKA,point
12.375,76.125,577,Mys#ru,29,KARNATAKA,point
12.375,76.375,577,Mys#ru,29,KARNATAKA,point
12.375,76.625,573,Mandya,29,KARNATAKA,point
12.375,76.875,577,Mys#ru,29,KARNATAKA,point
12.375,77.125,573,Mandya,29,KARNATAKA,point
12.375,77.375,584,R<managara,29,KARNATAKA,point
12.375,77.625,631,KRISHNAGIRI,33,TAMIL NADU,point
12.375,77.875,631,KRISHNAGIRI,33,TAMIL NADU,point
12.375,78.125,630,DHARMAPURI,33,TAMIL NADU,point
12.375,78.375,631,KRISHNAGIRI,33,TAMIL NADU,point
12.375,78.625,751,TIRUPATHUR,33,TAMIL NADU,point
12.375,78.875,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.375,79.125,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.375,79.375,607,VILUPPURAM,33,TAMIL NADU,point
12.375,79.625,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.375,79.875,754,CHENGALPATTU,33,TAMIL NADU,point
12.375,80.125,754,CHENGALPATTU,33,TAMIL NADU,overlap
12.375,92.625,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.375,92.875,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.375,93.875,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.625,74.875,588,Kasaragod,32,KERALA,overlap
12.625,75.125,588,Kasaragod,32,KERALA,point
12.625,75.375,575,Dakshina Kannada,29,KARNATAKA,point
12.625,75.625,575,Dakshina Kannada,29,KARNATAKA,point
12.625,75.875,576,Kodagu,29,KARNATAKA,point
12.625,76.125,574,H<ssan,29,KARNATAKA,point
12.625,76.375,573,Mandya,29,KARNATAKA,point
12.625,76.625,573,Mandya,29,KARNATAKA,point
12.625,76.875,573,Mandya,29,KARNATAKA,point
12.625,77.125,584,R<managara,29,KARNATAKA,point
12.625,77.375,584,R<managara,29,KARNATAKA,point
12.625,77.625,631,KRISHNAGIRI,33,TAMIL NADU,point
12.625,77.875,631,KRISHNAGIRI,33,TAMIL NADU,point
12.625,78.125,631,KRISHNAGIRI,33,TAMIL NADU,point
12.625,78.375,631,KRISHNAGIRI,33,TAMIL NADU,point
12.625,78.625,751,TIRUPATHUR,33,TAMIL NADU,point
12.625,78.875,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.625,79.125,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.625,79.375,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.625,79.625,606,TIRUVANNAMALAI,33,TAMIL NADU,point
12.625,79.875,754,CHENGALPATTU,33,TAMIL NADU,point
12.625,80.125,754,CHENGALPATTU,33,TAMIL NADU,point
12.625,92.625,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.625,92.875,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,point
12.875,74.875,575,Dakshina Kannada,29,KARNATAKA,point
12.875,75.125,575,Dakshina Kannada,29,KARNATAKA,point
12.875,75.375,575,Dakshina Kannada,29,KARNATAKA,point
12.875,75.625,574,H<ssan,29,KARNATAKA,point
12.875,75.875,574,H<ssan,29,KARNATAKA,point
12.875,76.125,574,H<ssan,29,KARNATAKA,point
12.875,76.375,574,H<ssan,29,KARNATAKA,point
12.875,76.625,573,Mandya,29,KARNATAKA,point
12.875,76.875,573,Mandya,29,KARNATAKA,point
12.875,77.125,571,Tumak#ru,29,KARNATAKA,point
12.875,77.375,572,Bengal#ru (Urban),29,KARNATAKA,point
12.875,77.625,572,Bengal#ru (Urban),29,KARNATAKA,point
12.875,77.875,581,Kol<ra,29,KARNATAKA,point
12.875,78.125,581,Kol<ra,29,KARNATAKA,point
12.875,78.375,554,Chittoor,28,ANDHRA PRADESH,point
12.875,78.625,605,VELLORE,33,TAMIL NADU,point
12.875,78.875,605,VELLORE,33,TAMIL NADU,point
12.875,79.125,605,VELLORE,33,TAMIL NADU,point
12.875,79.375,750,RANIPET,33,TAMIL NADU,point
12.875,79.625,604,KANCHEEPURAM,33,TAMIL NADU,point
12.875,79.875,604,KANCHEEPURAM,33,TAMIL NADU,point
12.875,80.125,754,CHENGALPATTU,33,TAMIL NADU,point
12.875,80.375,603,CHENNAI,33,TAMIL NADU,overlap
12.875,92.625,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
12.875,92.875,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,point
13.125,74.625,569,Udupi,29,KARNATAKA,overlap
13.125,74.875,569,Udupi,29,KARNATAKA,point
13.125,75.125,575,Dakshina Kannada,29,KARNATAKA,point
13.125,75.375,575,Dakshina Kannada,29,KARNATAKA,point
13.125,75.625,570,Chikkamagal#ru,29,KARNATAKA,point
13.125,75.875,574,H<ssan,29,KARNATAKA,point
13.125,76.125,574,H<ssan,29,KARNATAKA,point
13.125,76.375,574,H<ssan,29,KARNATAKA,point
13.125,76.625,571,Tumak#ru,29,KARNATAKA,point
13.125,76.875,571,Tumak#ru,29,KARNATAKA,point
13.125,77.125,584,R<managara,29,KARNATAKA,point
13.125,77.375,583,Bengal#ru (Rural),29,KARNATAKA,point
13.125,77.625,572,Bengal#ru (Urban),29,KARNATAKA,point
13.125,77.875,583,Bengal#ru (Rural),29,KARNATAKA,point
13.125,78.125,581,Kol<ra,29,KARNATAKA,point
13.125,78.375,581,Kol<ra,29,KARNATAKA,point
13.125,78.625,554,Chittoor,28,ANDHRA PRADESH,point
13.125,78.875,554,Chittoor,28,ANDHRA PRADESH,point
13.125,79.125,554,Chittoor,28,ANDHRA PRADESH,point
13.125,79.375,602,TIRUVALLUR,33,TAMIL NADU,point
13.125,79.625,750,RANIPET,33,TAMIL NADU,point
13.125,79.875,602,TIRUVALLUR,33,TAMIL NADU,point
13.125,80.125,602,TIRUVALLUR,33,TAMIL NADU,point
13.125,80.375,603,CHENNAI,33,TAMIL NADU,overlap
13.125,92.625,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
13.125,92.875,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,point
13.125,93.125,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
13.375,74.625,569,Udupi,29,KARNATAKA,overlap
13.375,74.875,569,Udupi,29,KARNATAKA,point
13.375,75.125,570,Chikkamagal#ru,29,KARNATAKA,point
13.375,75.375,570,Chikkamagal#ru,29,KARNATAKA,point
13.375,75.625,570,Chikkamagal#ru,29,KARNATAKA,point
13.375,75.875,570,Chikkamagal#ru,29,KARNATAKA,point
13.375,76.125,574,H<ssan,29,KARNATAKA,point
13.375,76.375,574,H<ssan,29,KARNATAKA,point
13.375,76.625,571,Tumak#ru,29,KARNATAKA,point
13.375,76.875,571,Tumak#ru,29,KARNATAKA,point
13.375,77.125,571,Tumak#ru,29,KARNATAKA,point
13.375,77.375,583,Bengal#ru (Rural),29,KARNATAKA,point
13.375,77.625,583,Bengal#ru (Rural),29,KARNATAKA,point
13.375,77.875,582,Chikkaball<pura,29,KARNATAKA,point
13.375,78.125,582,Chikkaball<pura,29,KARNATAKA,point
13.375,78.375,693,Annamayya,28,ANDHRA PRADESH,point
13.375,78.625,554,Chittoor,28,ANDHRA PRADESH,point
13.375,78.875,554,Chittoor,28,ANDHRA PRADESH,point
13.375,79.125,554,Chittoor,28,ANDHRA PRADESH,point
13.375,79.375,554,Chittoor,28,ANDHRA PRADESH,point
13.375,79.625,692,Tirupati,28,ANDHRA PRADESH,point
13.375,79.875,692,Tirupati,28,ANDHRA PRADESH,point
13.375,80.125,602,TIRUVALLUR,33,TAMIL NADU,point
13.375,80.375,602,TIRUVALLUR,33,TAMIL NADU,overlap
13.375,92.875,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,point
13.375,93.125,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
13.375,94.375,639,NORTH AND MIDDLE ANDAMAN,35,ANDAMAN AND NICOBAR ISLANDS,overlap
13.625,74.625,569,Udupi,29,KARNATAKA,overlap
13.625,74.875,569,Udupi,29,KARNATAKA,point
13.625,75.125,568,Shivamogga,29,KARNATAKA,point
13.625,75.375,568,Shivamogga,29,KARNATAKA,point
13.625,75.625,570,Chikkamagal#ru,29,KARNATAKA,point
13.625,75.875,570,Chikkamagal#ru,29,KARNATAKA,point
13.625,76.125,570,Chikkamagal#ru,29,KARNATAKA,point
13.625,76.375,566,Chitradurga,29,KARNATAKA,point
13.625,76.625,571,Tumak#ru,29,KARNATAKA,point
13.625,76.875,571,Tumak#ru,29,KARNATAKA,point
13.625,77.125,571,Tumak#ru,29,KARNATAKA,point
13.625,77.375,582,Chikkaball<pura,29,KARNATAKA,point
13.625,77.625,582,Chikkaball<pura,29,KARNATAKA,point
13.625,77.875,582,Chikkaball<pura,29,KARNATAKA,point
13.625,78.125,582,Chikkaball<pura,29,KARNATAKA,point
13.625,78.375,693,Annamayya,28,ANDHRA PRADESH,point
13.625,78.625,693,Annamayya,28,ANDHRA PRADESH,point
13.625,78.875,554,Chittoor,28,ANDHRA PRADESH,point
13.625,79.125,692,Tirupati,28,ANDHRA PRADESH,point
13.625,79.375,692,Tirupati,28,ANDHRA PRADESH,point
13.625,79.625,692,Tirupati,28,ANDHRA PRADESH,point
